Fiscal Year,Company Name,Company Address,Municipality,County 1,State,Zip Code,Business Industry,NAICS Code,Minority/ Woman/ Veteran/ International Export,Contract Execution Date,Grant Amount,Loan Amount,Total Assistance ,Total Project Cost,Amount Leveraged,Funding Source,Statutory Reference,Per Contract: Full-Time CT Jobs to be Retained,Per Contract: Full-Time CT Jobs to be Created,Per Contract: Part-Time CT Jobs to be Retained,Per Contract: Part-Time CT Jobs to be Created,Actual Jobs at Time of Review,Job Obligation Status,Penalty (if applicable),Forgiveness Earned (if applicable),Per Application: Existing Full-Time Jobs in CT,Per Application: Full-Time Jobs to be Created in CT,Per Application: Existing Part-Time Jobs in CT,Per Application: Part Time Jobs to be Created in CT,Full-Time CT Employment at 6/30/20,Part-Time CT Employment at 6/30/20,Status,Location 1,Count,Geocoded Location,Planning Regions,Counties,Zip Code 2,Town Index
2015,"Facility Services, Inc. dba Servicemaster of Greater Bridgeport",110 Seymour Street,Stratford,Fairfield,CT,06615,Facility Services,561720,Yes Woman,09/25/2014,0.00,155000.00,155000.00,155000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,8,10,0,0,8,Not Met,from 2% to 3%,n/a,8,10,0,0,,,Compliance Complete,110 Seymour Street,1,"110 Seymour Street
Stratford, CT 06615
(41.184967, -73.151591)",2,1040,178,138
2016,Kayak Software Corporation,7 Market Street,Stamford,Fairfield,CT,06902,Manufacturing,561610,No,12/17/2015,0.00,2500000.00,2500000.00,7000000.00,4500000.00,Manufacturing Assistance Act,CH 588l,0,63,0,0,65,Met,n/a,"1,000,000",0,63,0,0,,,Active,7 Market Street,1,"7 Market Street
Stamford, CT 06902
(41.046233, -73.537401)",9,1040,7,135
2015,"Signal Service, Inc.",43 Franklin Street,East Hartford,Hartford,CT,06108,Transportation Safety,334290,No,09/30/2014,33000.00,88500.00,121500.00,156300.00,34800.00,Small Business Express Program,CGS Sec. 32-7g,4,2,0,0,Pending,Pending,n/a,n/a,4,2,0,0,,,Active,43 Franklin Street,1,"43 Franklin Street
East Hartford, CT 06108
(41.781621, -72.627816)",1,1041,119,43
2016,"Fidelco Guide Dog Foundation, Inc.",103 Vision Way,Bloomfield,Hartford,CT,06002,Other Social Advocacy Organizations,813319,No,07/27/2015,100000.00,300000.00,400000.00,524800.00,124800.00,Small Business Express Program,CGS Sec. 32-7g,36,5,0,0,41,Met,n/a,n/a,36,5,0,0,45,11,Active,103 Vision Way,1,,,,,
2013,"LexiConn Internet Services, Inc.",63 Norwich Avenue,Colchester,New London,CT,06415,Web Hosting Data Processing,518210,No,03/07/2013,22000.00,0.00,22000.00,44000.00,22000.00,Small Business Express Program,CGS Sec. 32-7g,5,1,0,0,6,Met,n/a,n/a,5,1,0,0,,,Compliance Complete,63 Norwich Avenue,1,"63 Norwich Avenue
Colchester, CT 06415
(41.574073, -72.330069)",8,1045,235,28
2015,"Device42, LLC",760 Chapel Street,New Haven,New Haven,CT,06525,Computer Software,511210,No,04/28/2015,100000.00,300000.00,400000.00,500000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,0,7,0,0,11,Met,n/a,n/a,0,7,0,0,,,Active,760 Chapel Street,1,"760 Chapel Street
New Haven, CT 06525
(41.30502, -72.923351)",7,1044,133,93
2017,"BriAry Hair Studio, LLC",544 Deming Road,Berlin,Hartford,CT,06037,Personal Care,812115,Yes Woman,04/05/2017,50000.00,300000.00,350000.00,430200.00,80200.00,Small Business Express Program,CGS Sec. 32-7g,7,5,0,0,8,Not Met,"3% to 4% & $16,668",n/a,5,4,2,0,,,Compliance Complete,544 Deming Road,1,"544 Deming Road
Berlin, CT 06037
(41.641747, -72.730073)",1,1041,253,7
2013,"Stencil Ease International, LLC - Bought by Liftline Capital, LLC",7 Center Road West,Old Saybrook,New London,CT,06475,Manufacturing,339943,No,11/29/2012,38000.00,50000.00,88000.00,150183.00,62183.00,Small Business Express Program,CGS Sec. 32-7g,10,1,0,0,20,Met,OOB,OOB,10,1,0,0,,,Out of Business- written off,7 Center Road West,1,"7 Center Road West
Old Saybrook, CT 06475
(41.288633, -72.414676)",3,1043,56,106
2015,"Highland Manufacturing, Inc.",5 Glen Road,Manchester,Hartford,CT,06040,Manufacturing,333514,No,03/18/2015,0.00,300000.00,300000.00,300000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,24,3,0,0,23,Not Met,2% to 3%,n/a,24,3,0,0,,,Compliance Complete,5 Glen Road,1,"5 Glen Road
Manchester, CT 06040
(41.762131, -72.490553)",1,1041,263,77
2015,"Taco Plus, Inc. dba Taco Loco Restaurant",3170 Fairfield Avenue,Bridgeport,Fairfield,CT,06605,Hospitality,196820,Yes Woman/Minority,04/09/2015,50000.00,0.00,50000.00,133000.00,83000.00,Small Business Express Program,CGS Sec. 32-7g,8,3,0,0,Pending,Pending,n/a,n/a,9,3,10,0,,,Active,3170 Fairfield Avenue,1,"3170 Fairfield Avenue
Bridgeport, CT 06605
(41.1556, -73.231892)",2,1040,214,15
2014,"Billing Management Services, LLC",70 Essex Road,Westbrook,Middlesex,CT,06498,Financial Services Technology,522320,No,04/25/2014,40000.00,0.00,40000.00,158650.00,118650.00,Small Business Express Program,CGS Sec. 32-7g,7,2,0,0,10,Met,n/a,n/a,7,2,0,0,,,Active,70 Essex Road,1,"70 Essex Road
Westbrook, CT 06498
(41.287488, -72.447972)",3,1043,127,154
2017,"Veterinary Emergency Center, LLC",135 Dowd Avenue,Canton,Hartford,CT,06019,Veterinary Medicine,541940,Yes Woman,11/03/2016,27800.00,242950.00,270750.00,298550.00,27800.00,Small Business Express Program,CGS Sec. 32-7g,11,6,0,0,Pending,Pending,n/a,n/a,11,6,0,0,,,Compliance Complete,135 Dowd Avenue,1,"135 Dowd Avenue
Canton, CT 06019
(41.824472, -72.895596)",1,1041,80,23
2017,"Accel International Holdings, Inc.",508 North Colony Street,Meriden,New Haven,CT,06450,Manufacturing,331422,Yes,07/22/2016,0.00,3000000.00,3000000.00,20970000.00,17970000.00,Manufacturing Assistance Act,CH 588l,108,25,0,0,119,Met,n/a,n/a,87,55,0,0,118,,Active,508 North Colony Street,1,"508 North Colony Street
Meriden, CT 06450
(41.550815, -72.790386)",7,1044,199,80
2017,"Farmington River Holdings, LLC dba Earmark",1125 Dixwell Avenue,Hamden,New Haven,CT,06514,Radio Communication,334220,No,02/15/2017,0.00,59500.00,59500.00,59500.00,0.00,Small Business Express Program,CGS Sec. 32-7g,3,0,0,0,Pending,Pending,n/a,n/a,3,2,0,0,,,Compliance Complete,1125 Dixwell Avenue,1,"1125 Dixwell Avenue
Hamden, CT 06514
(41.343879, -72.934489)",7,1044,197,62
2015,CT Preengineering Program,211 South Main Street,Middletown,Middlesex,CT,06457,Educational,611000,Yes,02/18/2015,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,8,2,,,Pending,Pending,n/a,n/a,0,2,0,0,,,Active,211 South Main Street,1,"211 South Main Street
Middletown, CT 06457
(41.550431, -72.649923)",3,1043,236,83
2020,"Savage Axe Throwing, LLC dba Pine & Iron Axe Throwing","1429 Park Street, Suite 102",Hartford,Hartford,CT,06106,Recreation,713940,No,10/02/2019,0.00,36000.00,36000.00,72000.00,36000.00,Small Business Express Program,CGS Sec. 32-7g,3,3,0,0,Pending,Pending,n/a,n/a,,,,,,,Active,"1429 Park Street, Suite 102",1,"1429 Park Street, Suite 102
Hartford, CT 06106
(41.757965, -72.702373)",1,1041,182,64
2015,"Saybrook Buick GMC, Inc.",255 Middlesex Turnpike,Old Saybrook,New London,CT,06475,Automotive,441110,No,02/25/2015,100000.00,150000.00,250000.00,489000.00,239000.00,Small Business Express Program,CGS Sec. 32-7g,15,5,0,0,21,Met,n/a,n/a,15,5,0,0,,,Compliance Complete,255 Middlesex Turnpike,1,"255 Middlesex Turnpike
Old Saybrook, CT 06475
(41.307795, -72.381802)",3,1043,56,106
2017,"Saybrook Buick GMC, Inc.",255 Middlesex Turnpike,Old Saybrook,New London,CT,06475,Automotive,441110,Yes Veteran,10/14/2016,0.00,150000.00,150000.00,478000.00,328000.00,Small Business Express Program,CGS Sec. 32-7g,20,7,0,0,Pending,Pending,n/a,n/a,20,27,0,0,,,Active,255 Middlesex Turnpike,1,"255 Middlesex Turnpike
Old Saybrook, CT 06475
(41.307795, -72.381802)",3,1043,56,106
2013,"RW Realty & Property Management, LLC",7 Woodbine Road,Woodbridge,New Haven,CT,06525,Office of Real Estate Agents & Brokers,531210,No,11/14/2012,,34500.00,34500.00,60500.00,26000.00,Small Business Express Program,CGS Sec. 32-7g,1,1,0,0,0,Not Met,Rate increase from 4% to 5%,n/a,1,1,0,0,,,Active,7 Woodbine Road,1,"7 Woodbine Road
Woodbridge, CT 06525
(41.356374, -72.991964)",7,1044,61,167
2015,"Active Internet Technologies, LLC dba Finalsite",809 Main Street,East Hartford,Hartford,CT,06108,Computer Systems Design Services,541512,No,07/18/2014,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,60,10,0,0,92,Met,n/a,n/a,60,35,0,0,,,Out of Business- written off,809 Main Street,1,"809 Main Street
East Hartford, CT 06108
(41.768235, -72.644453)",1,1041,119,43
2015,"SYCAST, Inc.",148 Bartholomoew Avenue,Hartford,Hartford,CT,06106,"Manufacturing, CNC Machining & Foundry",331528,Yes Woman,05/22/2015,0.00,180000.00,180000.00,180000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,3,5,0,0,8,Met,n/a,"$   80,000",4,5,0,0,,,Active,148 Bartholomoew Avenue,1,"148 Bartholomoew Avenue
Hartford, CT 06106
(41.753082, -72.704209)",1,1041,182,64
2014,"Gulf Shrimp Company, LLC",240 Atwater Street,Plantsville,Hartford,CT,06479,Seafood Wholesale & Manufacturer,311712,No,09/10/2013,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,15,5,0,0,25,Met,n/a,n/a,15,2,0,0,,,Active,240 Atwater Street,1,"240 Atwater Street
Plantsville, CT 06479
(41.580659, -72.89804)",1,1041,185,131
2014,"Inspira Marketing Group, LLC",18 Ann Street,Norwalk,Fairfield,CT,06854,Experiential Marketing,541800,No,01/02/2014,100000.00,246416.00,346416.00,548950.00,202534.00,Small Business Express Program,CGS Sec. 32-7g,23,6,0,0,30,Met,n/a,n/a,24,4,0,0,51,1,Compliance Complete,18 Ann Street,1,"18 Ann Street
Norwalk, CT 06854
(41.101628, -73.418311)",9,1040,155,103
2013,The Schwerdtle Stamp Company,41 Benham Avenue,Bridgeport,Fairfield,CT,06605,Office Supplies & Stationery,453210,No,03/08/2013,50000.00,0.00,50000.00,100000.00,50000.00,Small Business Express Program,CGS Sec. 32-7g,4,10,0,0,20,Met,n/a,n/a,4,10,0,0,,,Compliance Complete,41 Benham Avenue,1,"41 Benham Avenue
Bridgeport, CT 06605
(41.177816, -73.205583)",2,1040,214,15
2014,"Alstom Power, Inc.",200 Great Pond Drive,Windsor,Hartford,CT,06095,Manufacturing,333611,No,05/05/2014,500000.00,3000000.00,3500000.00,20391000.00,16891000.00,Manufacturing Assistance Act,CH 588l,1082,0,,,1075,Not Met,n/a,n/a,"1,162",0,22,0,,,Active,200 Great Pond Drive,1,"200 Great Pond Drive
Windsor, CT 06095
(41.874764, -72.719782)",1,1041,19,164
2014,"Artech Packaging, LLC","18 Taylor Avenue, Suite 2C",Bethel,Fairfield,CT,06801,Repackager,423910,No,11/04/2013,21250.00,90475.00,111725.00,132975.00,21250.00,Small Business Express Program,CGS Sec. 32-7g,2,2,0,0,1,Not Met,Rate increase from 2% to 3%,n/a,0,2,0,0,,,Active,"18 Taylor Avenue, Suite 2C",1,"18 Taylor Avenue, Suite 2C
Bethel, CT 06801
(41.368069, -73.415105)",9,1040,77,9
2014,"David E. Palozej Eyecare Associates, LLC",12 Goose Lane,Tolland,Tolland,CT,06084,Medical,621320,No,06/05/2014,75000.00,136450.00,211450.00,286450.00,75000.00,Small Business Express Program,CGS Sec. 32-7g,6,4,0,0,12,Met,n/a,n/a,7,11,0,0,,,Active,12 Goose Lane,1,"12 Goose Lane
Tolland, CT 06084
(41.85894, -72.352556)",1,38,255,142
2014,"Sensory Kids, LLC","406 East Putnam Avenue, 2nd Floor",Cos Cob,Greenwich,CT,06807,Healthcare,621340,Yes,01/17/2014,80000.00,0.00,80000.00,160000.00,80000.00,Small Business Express Program,CGS Sec. 32-7g,3,4,0,0,7,Met,n/a,n/a,3,4,0,0,,,Active,"406 East Putnam Avenue, 2nd Floor",1,"406 East Putnam Avenue, 2nd Floor
Cos Cob, CT 06807
(41.039927, -73.595533)",9,1040,75,57
2018,"Frasal Tool Co., Inc.",14 Foster Street,Newington,Hartford,CT,06111,Manufacturing,339999,No,07/05/2017,35606.00,0.00,35606.00,141212.00,105606.00,Small Business Express Program,CGS Sec. 32-7g,16,4,0,0,Pending,Pending,n/a,n/a,16,2,4,0,,,Compliance Complete,14 Foster Street,1,"14 Foster Street
Newington, CT 06111
(41.655931, -72.740971)",1,1041,86,94
2014,"Torque Technologies, LLC","1266 East Main Street, Suite 700R",Stamford,Fairfield,CT,06902,Computer Software,541511,No,05/27/2014,30000.00,0.00,30000.00,60500.00,30500.00,Small Business Express Program,CGS Sec. 32-7g,4,2,0,0,3,Not Met,"$15,000",n/a,22,2,0,0,,,Compliance Complete,"1266 East Main Street, Suite 700R",1,"1266 East Main Street, Suite 700R
Stamford, CT 06902
(41.059947, -73.509488)",9,1040,7,135
2018,Applied Tooling Concepts aka D&D Carbide Grading,598 Deming Road,Berlin,Hartford,CT,06037,Manufacturing,333518,No,04/25/2018,,365000.00,365000.00,365000.00,0.00,Manufacturing Assistance Act/Small Business Revolving Loan Fund,PA 10-75,24,4,0,0,Pending,Pending,Pending,n/a,24,4,0,0,,,,598 Deming Road,1,"598 Deming Road
Berlin, CT 06037
(41.642243, -72.728511)",1,1041,253,7
2018,"RSM US, LLP",850 Canal Street,Stamford,Fairfield,CT,06902,Manufacturing,541211,No,12/15/2017,1000000.00,0.00,1000000.00,5870000.00,4870000.00,Manufacturing Assistance Act,CH 588l,200,40,0,0,Pending,Pending,n/a,n/a,254,40,0,0,,,Active,850 Canal Street,1,"850 Canal Street
Stamford, CT 06902
(41.043625, -73.53222)",9,1040,7,135
2014,"Super Core Systems, LLC",2 Harry Brook Village,New Milford,Litchfield,CT,06776,Industrial Machinery & Equipment Merchant Wholesaler,423830,No,08/05/2013,50000.00,0.00,50000.00,100000.00,50000.00,Small Business Express Program,CGS Sec. 32-7g,1,3,0,0,2,Not Met,"$25,000",n/a,1,3,0,0,,,Compliance Complete,2 Harry Brook Village,1,"2 Harry Brook Village
New Milford, CT 06776
(41.537552, -73.417214)",9,1042,88,96
2016,"Ebene-zer Restaurant, LLC",81B West Main Street,Meriden,New Haven,CT,06451,Restaurant Spanish Food,722511,Yes Woman/Minority,01/07/2016,20000.00,0.00,20000.00,40000.00,20000.00,Small Business Express Program,CGS Sec. 32-7g,0,2,0,0,Pending,Pending,n/a,n/a,1,2,0,0,,,Active,81B West Main Street,1,"81B West Main Street
Meriden, CT 06451
(41.538179, -72.805543)",7,1044,226,80
2020,UPC LLC,170 Research Parkway,Meriden,Middlesex,CT,06450,Aerospace & Pharmeceutical Product Design,336413,No,01/06/2020,0.00,300000.00,300000.00,309000.00,9000.00,Small Business Express Program,CGS Sec. 32-7g,0,3,0,0,Pending,Pending,n/a,n/a,0,3,0,0,,,,170 Research Parkway,1,"170 Research Parkway
Meriden, CT 06450
(41.520631, -72.760326)",7,1044,199,80
2013,"Euphoria Event Solutions, LLC",102 Skitchewaug Street,Windsor,Hartford,CT,06095,Luxury Tent Rentals,899999,No,03/27/2013,35880.00,27000.00,62880.00,109049.00,46169.00,Small Business Express Program,CGS Sec. 32-7g,1,2,0,0,1,Not Met,from 2% to 3%,n/a,1,2,0,0,,,Compliance Complete,102 Skitchewaug Street,1,"102 Skitchewaug Street
Windsor, CT 06095
(41.812564, -72.652517)",1,1041,19,164
2015,"Omar A. Ibrahimi, MD, PhD, LLC dba Connecticut Skin Institute","999 Summer Street, Suite 205",Stamford,Fairfield,CT,06905,Skincare,621111,No,06/01/2015,100000.00,0.00,100000.00,282750.00,182750.00,Small Business Express Program,CGS Sec. 32-7g,1,5,0,0,6,Met,n/a,n/a,2,5,0,0,,,Compliance Complete,"999 Summer Street, Suite 205",1,"999 Summer Street, Suite 205
Stamford, CT 06905
(41.060129, -73.540565)",9,1040,84,135
2017,"The Old Fashion, LLC",686 Main Street,Middletown,Middlesex,CT,06457,Restaurant,722511,No,06/01/2017,100000.00,100000.00,200000.00,300000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,8,8,0,0,Pending,Pending,n/a,n/a,8,8,16,14,,,Active,686 Main Street,1,"686 Main Street
Middletown, CT 06457
(41.565379, -72.652484)",3,1043,236,83
2013,Mach X Equity Partners,19 Kenny Roberts Memorial Drive,Suffield,Hartford,CT,06978,Industrial Metal Working,333512,No,11/29/2012,100000.00,0.00,100000.00,673300.00,573300.00,Small Business Express Program,CGS Sec. 32-7g,25,5,0,0,Pending,Pending,n/a,n/a,25,5,0,0,,,Active,19 Kenny Roberts Memorial Drive,1,"19 Kenny Roberts Memorial Drive
Suffield, CT 06978
(41.960775, -72.665327)",1,1041,115,139
2014,"BYK USA, Inc.",524 South Cherry Street,Wallingford,New Haven,CT,06492,Manufacturing,424690,No,06/26/2014,0.00,6000000.00,6000000.00,53000000.00,47000000.00,Manufacturing Assistance Act,CH 588l,97,37,,,140,Met,n/a,"4,000,000",97,37,1,0,,,Active,524 South Cherry Street,1,"524 South Cherry Street
Wallingford, CT 06492
(41.442787, -72.834587)",7,1044,195,148
2015,"Architectural Glass Industries, LLC",9 Turnberry Lane,Sandy Hook,Fairfield,CT,06482,Glass Manufacturing,339900,Yes Woman,05/19/2015,0.00,300000.00,300000.00,303000.00,3000.00,Small Business Express Program,CGS Sec. 32-7g,14,2,0,0,n/a,n/a,n/a,n/a,10,3,0,0,,,Active,9 Turnberry Lane,1,"9 Turnberry Lane
Sandy Hook, CT 06482
(41.406703, -73.259221)",9,1040,152,97
2014,"Firelight Media Group, LLC",126 Monroe Turnpike,Trumbull,Fairfield,CT,06611,Video Post Production and Production Services,512191,No,04/21/2014,0.00,100000.00,100000.00,100000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,1,1,0,0,5,Met,n/a,n/a,1,1,0,0,,,Active,126 Monroe Turnpike,1,"126 Monroe Turnpike
Trumbull, CT 06611
(41.295201, -73.229858)",2,1040,76,144
2018,"Element 119, LLC",296 Reynolds Bridge Road,Thomaston,Litchfield,CT,06787,Coating Manufacturing,325500,Yes International Export,07/11/2017,40000.00,0.00,40000.00,83000.00,43000.00,Small Business Express Program,CGS Sec. 32-7g,1,2,0,0,Pending,Pending,n/a,n/a,1,2,0,0,10,0,Active,296 Reynolds Bridge Road,1,"296 Reynolds Bridge Road
Thomaston, CT 06787
(41.649448, -73.082804)",4,1042,266,140
2017,"Eastern Connecticut Physicians Associates, LLC",2701 Tamarack Avenue,South Windsor,Hartford,CT,06074,Healthcare,621111,Yes Woman/Minority,01/05/2017,0.00,200000.00,200000.00,568000.00,368000.00,Small Business Express Program,CGS Sec. 32-7g,5,5,0,0,Pending,Pending,n/a,n/a,5,5,2,0,6,2,Company sold to Leggett & Platt,2701 Tamarack Avenue,1,"2701 Tamarack Avenue
South Windsor, CT 06074
(41.820023, -72.555483)",1,1041,89,132
2016,"C.V. Tool Company, Inc.",44 Porter Road,Southington,Hartford,CT,06489,Job Shop Metal Products,332700,Yes Woman,02/08/2016,100000.00,100000.00,200000.00,399800.00,199800.00,Small Business Express Program,CGS Sec. 32-7g,40,5,0,0,44,Not Met,"$2,222 & 2% to 3%",n/a,40,5,0,0,,,Active,44 Porter Road,1,,,,,
2013,"Vernon Printing Company, Inc. dba Minuteman Press",352 Hartford Turnpike,Vernon,Tolland,CT,06066,Printing and Manufacturing,323114,No,11/01/2012,0.00,100000.00,100000.00,100000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,12,0,0,0,14,Met,n/a,n/a,12,0,0,0,14,0,Active,352 Hartford Turnpike,1,"352 Hartford Turnpike
Vernon, CT 06066
(41.827709, -72.487229)",1,38,248,146
2018,"Naiad Dynamics US, Inc.",50 Parrott Drive,Shelton,Fairfield,CT,06484,Precision Manufacturing,332710,Yes International Export,10/16/2017,100000.00,,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,39,5,0,0,Pending,Pending,n/a,n/a,39,5,0,0,,,Active,50 Parrott Drive,1,"50 Parrott Drive
Shelton, CT 06484
(41.273123, -73.128788)",4,1040,217,126
2013,"Master Goldsmith, Inc. & ARK Ring, LLC",154 Bedford Street,Stamford,Fairfield,CT,06901,Master Goldsmith,448310,No,10/12/2012,100000.00,100000.00,200000.00,600000.00,400000.00,Small Business Express Program,CGS Sec. 32-7g,3,3,0,0,3,Not Met,Rate increase from 3% to 4%,n/a,3,3,0,0,,,Active,154 Bedford Street,1,"154 Bedford Street
Stamford, CT 06901
(41.056352, -73.538474)",9,1040,203,135
2020,"Matthew Warren, Inc. dba Economy Spring",95 DePaolo Drive,Southington,Hartford,CT,06489,Manufacturer,332119,No,10/01/2019,0.00,3000000.00,3000000.00,9250000.00,6250000.00,Manufacturing Assistance Act,CH588l,282,100,0,0,Pending,Pending,n/a,n/a,159,259,4,4,,,Active,95 DePaolo Drive,1,"95 DePaolo Drive
Southington, CT 06489
(41.639956, -72.90559)",1,1041,176,131
2013,"Rainmaker, LLC dba MEA Mobile New Haven",90 Chapel Street,New Haven,New Haven,CT,06510,Computer Software,511210,Yes Minority,08/01/2012,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,1,2,0,0,4,Met,n/a,n/a,1,2,0,0,,,Active,90 Chapel Street,1,"90 Chapel Street
New Haven, CT 06510
(41.304241, -72.895668)",7,1044,242,93
2015,"Phoenix Cleaning & Restoration, LLC",5 Capital Drive,Wallingford,New Haven,CT,06492,Cleaning & Restoration Fire/Water Damage,238900,Yes Woman,04/22/2015,75000.00,0.00,75000.00,150000.00,75000.00,Small Business Express Program,CGS Sec. 32-7g,18,5,0,0,28,Met,n/a,n/a,19,5,0,0,,,Compliance Complete,5 Capital Drive,1,"5 Capital Drive
Wallingford, CT 06492
(41.478143, -72.818283)",7,1044,195,148
2018,"Lucky Lou's Bar & Grill, Inc.",222 Main Street,Wethersfield,Hartford,CT,06109,Restaurant,722511,No,02/20/2018,20000.00,200000.00,220000.00,1480100.00,1260100.00,Small Business Express Program,CGS Sec. 32-7g,0,12,0,19,Pending,Pending,n/a,n/a,16,12,10,19,,,Active,222 Main Street,1,"222 Main Street
Wethersfield, CT 06109
(41.712289, -72.652713)",1,1041,261,159
2013,"Mercury Cabling Systems, LLC",300 Avon Street,Stratford,Fairfield,CT,06615,"Telecommunication, Security, Energy Management",238210,No,12/07/2012,80000.00,0.00,80000.00,160000.00,80000.00,Small Business Express Program,CGS Sec. 32-7g,31,8,0,0,35,Not Met,"$4,000",n/a,31,8,0,0,,,Active,300 Avon Street,1,"300 Avon Street
Stratford, CT 06615
(41.182367, -73.145528)",2,1040,178,138
2018,"A.B. Training Center, LLC",35 Great Neck Road,Waterford,New London,CT,06385,Transportation,611000,Yes Veteran,05/04/2018,36800.00,135400.00,172200.00,351500.00,179300.00,Small Business Express Program,CGS Sec. 32-7g,5,5,0,0,Pending,Pending,n/a,n/a,5,5,0,1,,,Active,35 Great Neck Road,1,"35 Great Neck Road
Waterford, CT 06385
(41.334542, -72.135814)",8,1045,140,152
2018,"Biggins Auto Repair, LLC",1071 Main Street,Willimantic,Windham,CT,06226,Auto & Truck Repair,811110,No,01/02/2018,40000.00,300000.00,340000.00,385000.00,45000.00,Small Business Express Program,CGS Sec. 32-7g,3,2,0,0,Pending,Pending,n/a,n/a,3,2,2,1,,,Active,1071 Main Street,1,"1071 Main Street
Willimantic, CT 06226
(41.713237, -72.220479)",8,39,207,163
2013,"Durata Therapeutics, Inc.","322 East Main Street, #2",Branford,New Haven,CT,06405,Manufacturing,325412,No,06/05/2013,2250000.00,0.00,2250000.00,13000000.00,10750000.00,Manufacturing Assistance Act,CH 588l,0,40,,,40,Met,n/a,n/a,0,40-50,0,0,,,Active,"322 East Main Street, #2",1,"322 East Main Street, #2
Branford, CT 06405
(41.292469, -72.787299)",7,1044,170,14
2015,"Lobo & Associates, LLC",280 Adams Street,Manchester,Hartford,CT,06042,Law Firm,541110,Yes Woman,12/17/2014,15000.00,10000.00,25000.00,46150.00,21150.00,Small Business Express Program,CGS Sec. 32-7g,5,1,0,0,5,Not Met,"2% to 3% and $2,500",n/a,5,1,0,0,,,Active,280 Adams Street,1,"280 Adams Street
Manchester, CT 06042
(41.786657, -72.550553)",1,1041,161,77
